Date,Open,High,Low,Close,Adj Close,Volume
2003-07-14,381.029999,430.195007,381.029999,417.903992,144.770309,1198338043
2003-07-15,430.195007,442.487000,417.903992,417.903992,144.770309,420912767
2003-07-16,417.903992,417.903992,405.613007,405.613007,140.512482,73507314
2003-07-17,405.613007,417.903992,405.613007,417.903992,144.770309,111095912
2003-07-18,405.613007,417.903992,405.613007,417.903992,144.770309,41139892
2003-07-21,417.903992,430.195007,405.613007,417.903992,144.770309,100662714
2003-07-22,417.903992,417.903992,405.613007,417.903992,144.770309,1407500
2003-07-23,405.613007,417.903992,405.613007,417.903992,144.770309,99038597
2003-07-24,405.613007,405.613007,381.029999,405.613007,140.512482,182009928
2003-07-25,393.321014,405.613007,393.321014,405.613007,140.512482,121872849
2003-07-28,393.321014,405.613007,381.029999,393.321014,136.254272,35478364
2003-07-29,393.321014,393.321014,381.029999,393.321014,136.254272,38237431
2003-07-30,381.029999,381.029999,356.447998,381.029999,131.996414,147104123
2003-07-31,368.739014,381.029999,368.739014,381.029999,131.996414,29824972
2003-08-01,368.739014,381.029999,368.739014,381.029999,131.996414,38321840
2003-08-04,381.029999,381.029999,356.447998,381.029999,131.996414,132617243
2003-08-05,368.739014,393.321014,356.447998,368.739014,127.738579,220668388
2003-08-06,368.739014,368.739014,344.156006,368.739014,127.738579,272531317
2003-08-07,368.739014,381.029999,368.739014,381.029999,131.996414,80928217
2003-08-08,381.029999,381.029999,368.739014,381.029999,131.996414,8451104
2003-08-11,368.739014,381.029999,368.739014,381.029999,131.996414,5738818
2003-08-12,368.739014,381.029999,368.739014,381.029999,131.996414,25801800
2003-08-13,381.029999,381.029999,368.739014,381.029999,131.996414,13859403
2003-08-14,368.739014,381.029999,368.739014,381.029999,131.996414,15242496
2003-08-15,368.739014,381.029999,368.739014,381.029999,131.996414,14866214
2003-08-18,null,null,null,null,null,null
2003-08-19,381.029999,393.321014,368.739014,381.029999,131.996414,111703049
2003-08-20,368.739014,381.029999,368.739014,381.029999,131.996414,16859494
2003-08-21,368.739014,417.903992,368.739014,417.903992,144.770309,189910845
2003-08-22,417.903992,417.903992,405.613007,417.903992,144.770309,33954928
2003-08-25,405.613007,417.903992,393.321014,417.903992,144.770309,70161450
2003-08-26,405.613007,417.903992,393.321014,417.903992,144.770309,21256916
2003-08-27,405.613007,417.903992,405.613007,417.903992,144.770309,17999529
2003-08-28,417.903992,417.903992,405.613007,417.903992,144.770309,20669102
2003-08-29,417.903992,417.903992,393.321014,417.903992,144.770309,101730543
2003-09-01,405.613007,405.613007,393.321014,405.613007,140.512482,120472468
2003-09-02,393.321014,393.321014,381.029999,393.321014,136.254272,78908495
2003-09-03,393.321014,405.613007,381.029999,405.613007,140.512482,77027082
2003-09-04,405.613007,430.195007,405.613007,430.195007,149.028137,215291615
2003-09-05,417.903992,442.487000,417.903992,430.195007,149.028137,144554554
2003-09-08,430.195007,430.195007,405.613007,417.903992,144.770309,130068691
2003-09-09,417.903992,417.903992,405.613007,417.903992,144.770309,49138440
2003-09-10,405.613007,417.903992,405.613007,417.903992,144.770309,31750116
2003-09-11,405.613007,417.903992,405.613007,417.903992,144.770309,16891021
2003-09-12,405.613007,417.903992,405.613007,417.903992,144.770309,59282815
2003-09-15,405.613007,430.195007,405.613007,430.195007,149.028137,104529272
2003-09-16,417.903992,430.195007,405.613007,417.903992,144.770309,35543451
2003-09-17,417.903992,430.195007,417.903992,430.195007,149.028137,36781116
2003-09-18,417.903992,430.195007,417.903992,430.195007,149.028137,33311180
2003-09-19,417.903992,430.195007,417.903992,430.195007,149.028137,24219379
2003-09-22,null,null,null,null,null,null
2003-09-23,417.903992,417.903992,405.613007,417.903992,144.770309,44439992
2003-09-24,417.903992,430.195007,417.903992,430.195007,149.028137,64820271
2003-09-25,417.903992,430.195007,417.903992,430.195007,149.028137,44247783
2003-09-26,417.903992,430.195007,417.903992,430.195007,149.028137,8098212
2003-09-29,417.903992,417.903992,405.613007,417.903992,144.770309,55930849
2003-09-30,417.903992,417.903992,405.613007,417.903992,144.770309,17806303
2003-10-01,417.903992,430.195007,405.613007,430.195007,149.028137,135235966
2003-10-02,417.903992,430.195007,417.903992,430.195007,149.028137,27942542
2003-10-03,417.903992,430.195007,417.903992,430.195007,149.028137,3093653
2003-10-06,430.195007,430.195007,417.903992,430.195007,149.028137,15389958
2003-10-07,417.903992,417.903992,405.613007,417.903992,144.770309,108424306
2003-10-08,417.903992,417.903992,405.613007,417.903992,144.770309,56035598
2003-10-09,417.903992,417.903992,405.613007,417.903992,144.770309,73739186
2003-10-10,417.903992,454.778015,417.903992,454.778015,157.544174,369320355
2003-10-13,454.778015,467.069000,442.487000,454.778015,157.544174,65011463
2003-10-14,454.778015,503.942993,454.778015,491.652008,170.318100,166569120
2003-10-15,491.652008,491.652008,467.069000,479.359985,166.059875,84778504
2003-10-16,479.359985,479.359985,454.778015,467.069000,161.802032,123448151
2003-10-17,467.069000,467.069000,454.778015,467.069000,161.802032,12064434
2003-10-20,467.069000,467.069000,454.778015,467.069000,161.802032,22688824
2003-10-21,467.069000,467.069000,442.487000,454.778015,157.544174,53476876
2003-10-22,454.778015,467.069000,442.487000,454.778015,157.544174,76768769
2003-10-23,454.778015,467.069000,430.195007,442.487000,153.286331,116526585
2003-10-24,442.487000,454.778015,442.487000,454.778015,157.544174,42958252
2003-10-27,442.487000,454.778015,442.487000,454.778015,157.544174,54409447
2003-10-28,442.487000,454.778015,442.487000,454.778015,157.544174,89940694
2003-10-29,442.487000,454.778015,442.487000,454.778015,157.544174,64418564
2003-10-30,454.778015,467.069000,442.487000,454.778015,157.544174,47921115
2003-10-31,454.778015,479.359985,442.487000,467.069000,161.802032,85835146
